,Institute,Academic Program Name,Quota,Seat Type,Gender,Closing Rank,Closing Rank 2024,Closing Rank 2023,Closing Rank 2022,Closing Rank 2021,Closing Rank 2020,State
2894,Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,15636,14341,14593,14290,13557,13227,Andhra Pradesh
2895,Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),21967,21110,21252,20254,22682,18848,Andhra Pradesh
2896,Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2434,2324,2472,2173,2127,2120,Andhra Pradesh
2897,Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3210,3426,,3338,4067,3051,Andhra Pradesh
2898,Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5522,5277,5488,5090,5168,4761,Andhra Pradesh
2899,Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7705,8251,7813,7700,8206,8206,Andhra Pradesh
2900,Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3060,2979,2774,2623,2646,2796,Andhra Pradesh
2901,Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3165,4007,3313,2960,3009,3105,Andhra Pradesh
2903,Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,16548,15429,16658,15176,13843,13585,Andhra Pradesh
2904,Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),24725,23179,23232,22601,23140,17212,Andhra Pradesh
2905,Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2428,2374,2564,2244,2086,2100,Andhra Pradesh
2906,Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3803,3528,,3327,3593,2955,Andhra Pradesh
2907,Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5495,5432,5635,5062,4935,4726,Andhra Pradesh
2908,Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8294,8332,8015,8305,8310,8117,Andhra Pradesh
2909,Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2966,2754,2875,2497,2529,2393,Andhra Pradesh
2910,Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2656,4324,2681,2744,2564,2729,Andhra Pradesh
2911,Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1074,994,1199,952,866,801,Andhra Pradesh
2912,Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5034,5024,3701,4011,3441,4117,Andhra Pradesh
2913,Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),8459,6324,6558,5901,6899,5270,Andhra Pradesh
2915,Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,733,727,643,537,465,503,Andhra Pradesh
2916,Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1034,913,1206,1101,1033,1183,Andhra Pradesh
2917,Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2113,1727,1428,1432,1329,1663,Andhra Pradesh
2918,Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2675,3342,2392,2575,2999,3197,Andhra Pradesh
2920,Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1018,1057,875,834,934,1081,Andhra Pradesh
2921,Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1664,1419,1539,1207,1320,1234,Andhra Pradesh
2923,Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,553,492,307,399,517,535,Andhra Pradesh
2924,Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9468,8816,8826,8600,7657,7289,Andhra Pradesh
2925,Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15060,12402,12903,14530,15271,10060,Andhra Pradesh
2927,Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1418,1406,1376,1340,1135,1043,Andhra Pradesh
2928,Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2400,2441,2016,2205,2381,1930,Andhra Pradesh
2930,Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3580,3389,3243,3035,2967,2982,Andhra Pradesh
2931,Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6080,6912,5444,4769,5486,5245,Andhra Pradesh
2932,Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2016,1851,2035,1711,1791,1742,Andhra Pradesh
2933,Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2384,2809,2114,2297,2050,2442,Andhra Pradesh
2934,Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,898,951,736,836,881,853,Andhra Pradesh
2935,Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,12915,12605,,,,,Andhra Pradesh
2936,Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16299,17187,,,,,Andhra Pradesh
2937,Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2183,2123,,,,,Andhra Pradesh
2938,Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5055,4808,,,,,Andhra Pradesh
2939,Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3091,3026,,,,,Andhra Pradesh
2940,Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3744,,,,,,Andhra Pradesh
2941,Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1376,1190,,,,,Andhra Pradesh
2942,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,12143,11509,12150,12187,10743,8971,Andhra Pradesh
2943,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),20391,20361,18347,17981,20617,15900,Andhra Pradesh
2944,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1913,1758,1962,2000,1564,1497,Andhra Pradesh
2945,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3211,3045,2847,2941,3489,2783,Andhra Pradesh
2946,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4355,4295,4543,4214,4094,3948,Andhra Pradesh
2947,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8018,7833,6770,6981,7844,7479,Andhra Pradesh
2948,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2491,2558,2612,2175,2187,2248,Andhra Pradesh
2951,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,16284,15048,16433,15208,14513,14385,Jammu & Kashmir
2952,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),24291,21759,24066,22779,24990,19385,Jammu & Kashmir
2953,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2547,2376,2541,2165,2207,2271,Jammu & Kashmir
2954,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3942,3588,3957,3846,4206,3352,Jammu & Kashmir
2955,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5939,5802,5596,5259,5515,5213,Jammu & Kashmir
2956,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),9664,,8985,8985,,9209,Jammu & Kashmir
2957,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3142,3043,3009,2650,2889,2839,Jammu & Kashmir
2961,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,17263,15583,16786,15805,14700,14300,Jammu & Kashmir
2962,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),26767,25172,24403,23754,25309,20354,Jammu & Kashmir
2963,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2602,2428,2686,2327,2168,2304,Jammu & Kashmir
2964,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3966,4404,4295,3756,4305,3577,Jammu & Kashmir
2965,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5886,5807,5909,5344,5429,4823,Jammu & Kashmir
2966,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),9831,,,,,9016,Jammu & Kashmir
2967,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3123,3015,2991,2558,2633,2611,Jammu & Kashmir
2969,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1244,1073,1155,1037,791,820,Jammu & Kashmir
2971,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6651,6310,4856,4602,5238,5218,Jammu & Kashmir
2972,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11104,12108,9840,8009,10552,10519,Jammu & Kashmir
2973,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1015,945,886,763,845,873,Jammu & Kashmir
2974,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2449,2119,1496,1154,2047,2066,Jammu & Kashmir
2975,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2736,2341,2492,1865,2353,2557,Jammu & Kashmir
2976,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5225,6685,5063,4265,5034,5115,Jammu & Kashmir
2977,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1630,1093,995,1031,1109,1397,Jammu & Kashmir
2978,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1961,2147,1986,1447,1970,1631,Jammu & Kashmir
2979,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,771,635,696,569,511,697,Jammu & Kashmir
2980,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11399,10005,9821,9858,9988,8961,Jammu & Kashmir
2981,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),19155,18177,15977,16411,18056,13562,Jammu & Kashmir
2982,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1812,1745,1688,1552,1745,1490,Jammu & Kashmir
2983,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3379,2830,3240,2720,3419,2878,Jammu & Kashmir
2984,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4230,4237,3611,4197,4088,3977,Jammu & Kashmir
2985,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8157,7775,7258,6417,6630,7271,Jammu & Kashmir
2986,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2368,2208,2205,2117,2408,2138,Jammu & Kashmir
2987,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2743,3716,3326,3042,3324,2770,Jammu & Kashmir
2988,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1058,1155,1075,1026,1004,947,Jammu & Kashmir
2989,Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,15917,,,,,,Jammu & Kashmir
2990,Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),24772,,,,,,Jammu & Kashmir
2991,Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2558,,,,,,Jammu & Kashmir
2992,Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,6065,,,,,,Jammu & Kashmir
2993,Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),9469,,,,,,Jammu & Kashmir
2994,Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3265,,,,,,Jammu & Kashmir
2995,Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4147,,,,,,Jammu & Kashmir
2996,Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1555,,,,,,Jammu & Kashmir
2997,Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),2108,,,,,,Jammu & Kashmir
2998,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,18156,16439,17296,16258,,,Jammu & Kashmir
2999,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),26645,25778,24706,23570,,,Jammu & Kashmir
