,Unnamed: 0,Institute,Academic Program Name,Quota,Seat Type,Gender,Closing Rank,Closing Rank 2024,Closing Rank 2023,Closing Rank 2022,Closing Rank 2021,Closing Rank 2020,State,mean_rank,median_rank,std_dev,min_rank,max_rank,lower_limit,upper_limit
151,169,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,EWS,Female-only (including Supernumerary),978,920.0,895.0,674.0,868.0,1090.0,Maharashtra,904.1666666666666,907.5,137.55350474148838,674.0,1090.0,769.9464952585116,1045.0535047414883
152,170,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,1405,1255.0,1330.0,1191.0,1189.0,937.0,Maharashtra,1217.8333333333333,1223.0,160.88059754571609,937.0,1405.0,1062.119402454284,1383.880597545716
153,171,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),3344,2705.0,1343.0,1693.0,2832.0,4915.0,Maharashtra,2805.3333333333335,2768.5,1274.9382207254855,1343.0,4915.0,1493.5617792745145,4043.4382207254857
154,172,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,855,722.0,811.0,882.0,894.0,715.0,Maharashtra,813.1666666666666,833.0,78.70811055200515,715.0,894.0,754.2918894479949,911.7081105520051
155,173,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),1565,373.0,1654.0,1215.0,1182.0,955.0,Maharashtra,1157.3333333333333,1198.5,463.2324110710159,373.0,1654.0,735.2675889289841,1661.732411071016
156,174,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,828,222.0,973.0,436.0,493.0,861.0,Maharashtra,635.5,660.5,294.24530582491883,222.0,973.0,366.25469417508117,954.7453058249189
157,175,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,ST,Female-only (including Supernumerary),564,714.0,480.0,1102.0,277.0,,Maharashtra,627.4,564.0,308.73580939048844,277.0,1102.0,255.26419060951156,872.7358093904884
158,176,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,433,496.0,481.0,369.0,434.0,298.0,Maharashtra,418.5,433.5,73.93713545979449,298.0,496.0,359.5628645402055,507.4371354597945
159,177,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1914,1339.0,1286.0,1341.0,916.0,924.0,Maharashtra,1286.6666666666667,1312.5,365.55692671137643,916.0,1914.0,946.9430732886235,1678.0569267113765
160,178,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,23,30.0,32.0,38.0,52.0,33.0,Maharashtra,34.666666666666664,32.5,9.791152468768253,23.0,52.0,22.708847531231747,42.29115246876825
161,179,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,113,116.0,133.0,114.0,117.0,87.0,Maharashtra,113.33333333333333,115.0,14.84138358330067,87.0,133.0,100.15861641669933,129.84138358330068
162,180,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),396,455.0,273.0,203.0,217.0,73.0,Maharashtra,269.5,245.0,138.7195011525056,73.0,455.0,106.28049884749441,383.7195011525056
163,181,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,11,21.0,,,,11.0,Maharashtra,14.333333333333334,11.0,5.773502691896257,11.0,21.0,5.226497308103743,16.773502691896258
164,182,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,339,325.0,388.0,304.0,274.0,240.0,Maharashtra,311.6666666666667,314.5,51.70170854688138,240.0,388.0,262.7982914531186,366.2017085468814
165,183,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1117,830.0,930.0,650.0,706.0,1005.0,Maharashtra,873.0,880.0,178.70422490808662,650.0,1117.0,701.2957750919134,1058.7042249080866
166,184,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,20,23.0,45.0,28.0,33.0,11.0,Maharashtra,26.666666666666668,25.5,11.673331429659088,11.0,45.0,13.826668570340912,37.173331429659086
167,185,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,163,171.0,195.0,135.0,128.0,183.0,Maharashtra,162.5,167.0,26.440499238857047,128.0,195.0,140.55950076114294,193.44049923885706
168,186,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),753,368.0,626.0,534.0,642.0,372.0,Maharashtra,549.1666666666666,580.0,155.24743690852569,368.0,753.0,424.7525630914743,735.2474369085257
169,188,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,96,79.0,90.0,102.0,80.0,92.0,Maharashtra,89.83333333333333,91.0,8.998147957589198,79.0,102.0,82.0018520424108,99.9981479575892
